Source_Name	KNeighborsClassifier	LinearSVM	GaussianProcessClassifier	DecisionTreeClassifier	RandomForestClassifier	NeuralNet	AdaBoost	NaiveBayes	QDA	90upmodel	top3model
FL8Y J0801.2+6631 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0801.2-2829 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0801.3-0617 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0802.1-5612 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J0805.1+1922 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0805.8-2332 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0806.2+0457 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0807.2-1954 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0808.2-5120 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0809.4-4714 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0810.0-0505 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0810.4+6138 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0811.9+7846 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0814.4-5013 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	PSR	AGN	AGN
FL8Y J0815.4+6552 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0816.4-0007 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN	AGN
FL8Y J0819.4-3443 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0819.5+0532 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0820.0-4951 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0820.2-2801 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0821.6-1435 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	PSR	AGN	AGN
FL8Y J0821.8-5206 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0822.6-4206 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J0825.5+6007 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0826.0-0157 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0826.1-5054 	PSR	PSR	PSR	PSR	AGN	AGN	PSR	PSR	PSR	AGN	PSR
FL8Y J0827.0-4109 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0827.4-5509 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0828.8-0745 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	PSR	AGN	AGN
FL8Y J0829.1+3730 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0829.7+5106 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0829.7-5106 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0835.4+6233 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0836.0-2239 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	PSR	AGN	AGN
FL8Y J0836.5-4208 	AGN	AGN	PSR	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J0836.5-6036 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0836.8-4638 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J0836.9+5833 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0838.0-4047 	AGN	AGN	PSR	PSR	AGN	AGN	PSR	AGN	PSR	AGN	PSR
FL8Y J0838.5+4012 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0838.7-4611 	PSR	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J0838.7-2827 	PSR	AGN	PSR	PSR	PSR	AGN	PSR	AGN	PSR	PSR	PSR
FL8Y J0838.8-2502 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0840.8-4129 	AGN	AGN	PSR	PSR	AGN	AGN	AGN	PSR	PSR	AGN	PSR
FL8Y J0841.5-3926 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J0843.4+6713 	PSR	AGN	PSR	PSR	PSR	AGN	PSR	PSR	PSR	PSR	PSR
FL8Y J0843.5-4224 	AGN	PSR	PSR	PSR	PSR	PSR	AGN	PSR	PSR	AGN	PSR
FL8Y J0845.7-4322 	PSR	PSR	PSR	PSR	AGN	PSR	PSR	PSR	PSR	AGN	PSR
FL8Y J0846.1-4820 	AGN	AGN	PSR	AGN	AGN	AGN	AGN	PSR	PSR	AGN	AGN
FL8Y J0846.7-4748 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0846.8-6946 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0846.9-5954 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0847.0-4457 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0848.1-4527 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0848.8-4328 	PSR	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J0848.9-4254 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J0849.1-1740 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0849.5+2710 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0849.6-2651 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN	AGN
FL8Y J0850.4-4449 	AGN	AGN	AGN	PSR	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J0851.4-4731 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0853.6-4310 	PSR	PSR	AGN	PSR	AGN	PSR	AGN	PSR	PSR	AGN	AGN
FL8Y J0853.8-4218 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	PSR	AGN	AGN
FL8Y J0853.9-4407 	PSR	PSR	PSR	PSR	AGN	PSR	PSR	PSR	PSR	AGN	PSR
FL8Y J0854.3-4848 	PSR	AGN	AGN	PSR	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J0854.8-4503 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J0854.8-6027 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0854.9-4715 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J0854.9-1829 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0855.1-4826 	PSR	AGN	PSR	PSR	AGN	AGN	AGN	AGN	PSR	AGN	PSR
FL8Y J0855.4-4749 	PSR	PSR	PSR	PSR	AGN	PSR	PSR	PSR	PSR	AGN	PSR
FL8Y J0856.8-4347 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J0857.9-4257 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J0858.1-4244 	AGN	PSR	PSR	PSR	AGN	AGN	PSR	AGN	PSR	AGN	PSR
FL8Y J0858.6-4819 	PSR	PSR	PSR	PSR	AGN	AGN	PSR	PSR	PSR	AGN	PSR
FL8Y J0858.8-4655 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J0859.4-4345 	PSR	AGN	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J0859.5-2439 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0859.6-4725 	AGN	PSR	PSR	PSR	PSR	AGN	PSR	PSR	PSR	AGN	PSR
FL8Y J0859.8+0053 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0900.4-4407 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J0900.6-4834 	AGN	AGN	PSR	PSR	AGN	AGN	AGN	PSR	PSR	AGN	PSR
FL8Y J0900.6-4607 	PSR	AGN	PSR	PSR	AGN	AGN	PSR	PSR	PSR	AGN	PSR
FL8Y J0900.6-4447 	PSR	AGN	PSR	PSR	AGN	AGN	PSR	AGN	PSR	AGN	PSR
FL8Y J0901.4-1527 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0901.5+6711 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0901.6-4654 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J0902.4-4727 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0902.9-4635 	PSR	AGN	PSR	PSR	AGN	AGN	AGN	AGN	PSR	AGN	PSR
FL8Y J0903.0-4755 	PSR	PSR	PSR	PSR	AGN	PSR	PSR	PSR	PSR	AGN	PSR
FL8Y J0903.4-5000 	AGN	PSR	PSR	PSR	AGN	PSR	PSR	PSR	PSR	AGN	PSR
FL8Y J0903.5+4058 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0903.7-5033 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0903.9-4718 	PSR	PSR	PSR	PSR	PSR	PSR	AGN	PSR	PSR	AGN	PSR
FL8Y J0904.9-4913 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J0905.0-4834 	AGN	PSR	PSR	PSR	PSR	PSR	AGN	PSR	PSR	AGN	PSR
FL8Y J0905.7-4801 	PSR	PSR	PSR	PSR	AGN	PSR	AGN	PSR	PSR	AGN	PSR
FL8Y J0906.0-4645 	AGN	AGN	PSR	PSR	AGN	AGN	PSR	AGN	PSR	AGN	PSR
FL8Y J0906.1-1011 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0906.6-4729 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0906.7-2123 	AGN	AGN	AGN	PSR	AGN	PSR	AGN	PSR	PSR	AGN	AGN
FL8Y J0907.8-4712 	PSR	AGN	PSR	PSR	AGN	AGN	PSR	AGN	PSR	AGN	PSR
FL8Y J0908.5-4805 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J0909.8+0410 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0910.0-1815 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0910.1+4257 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN	AGN
FL8Y J0911.5-4739 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J0913.5-4747 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J0914.4+6844 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0915.3-4738 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J0917.8-5410 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0918.5-4904 	AGN	AGN	PSR	PSR	AGN	AGN	AGN	AGN	PSR	AGN	PSR
FL8Y J0918.8-4828 	AGN	AGN	AGN	PSR	AGN	AGN	AGN	PSR	PSR	AGN	AGN
FL8Y J0919.0-0627 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0919.3+6607 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0919.4-6204 	PSR	AGN	PSR	AGN	AGN	AGN	AGN	PSR	PSR	AGN	AGN
FL8Y J0922.2-5141 	PSR	PSR	PSR	PSR	AGN	PSR	AGN	PSR	PSR	AGN	PSR
FL8Y J0926.1-5338 	AGN	AGN	PSR	PSR	AGN	AGN	PSR	AGN	PSR	AGN	PSR
FL8Y J0926.8-5239 	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	PSR	AGN	AGN
FL8Y J0928.3-5256 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0928.6-4710 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0929.2-4110 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0929.4-5101 	AGN	AGN	PSR	AGN	AGN	PSR	AGN	PSR	PSR	AGN	AGN
FL8Y J0930.5+5132 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0933.8-6232 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J0933.9-5126 	PSR	AGN	PSR	AGN	AGN	PSR	PSR	PSR	PSR	AGN	PSR
FL8Y J0935.3+0903 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0935.5+1152 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0936.3+7233 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0937.6-3358 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0938.6+5153 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0940.5-7610 	PSR	AGN	PSR	PSR	PSR	AGN	PSR	PSR	PSR	PSR	PSR
FL8Y J0942.5+7619 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0942.7-2028 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0944.7-5124 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0945.9-3647 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0946.8-3558 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	PSR	AGN	AGN
FL8Y J0947.8-4231 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0948.7-3854 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0949.7+7550 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0950.5-3426 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0951.9-4047 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0952.2-0608 	PSR	PSR	PSR	PSR	AGN	AGN	PSR	PSR	PSR	AGN	PSR
FL8Y J0952.9-3903 	AGN	AGN	AGN	AGN	AGN	PSR	AGN	PSR	PSR	AGN	AGN
FL8Y J0953.6-1509 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J0954.2-2520 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0955.4-3949 	PSR	AGN	PSR	PSR	PSR	AGN	AGN	PSR	PSR	AGN	PSR
FL8Y J0957.6-3558 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	PSR	AGN	AGN
FL8Y J0957.6-3052 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN	AGN
FL8Y J0957.6-5207 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J0959.3-5617 	AGN	AGN	PSR	PSR	AGN	AGN	PSR	AGN	PSR	AGN	PSR
FL8Y J1001.0-7748 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1001.2-2039 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1001.6-5709 	PSR	AGN	PSR	PSR	AGN	AGN	AGN	AGN	PSR	AGN	PSR
FL8Y J1001.7-5735 	PSR	AGN	PSR	PSR	AGN	AGN	PSR	PSR	PSR	AGN	PSR
FL8Y J1001.8-2743 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1002.8+2140 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1003.6-2138 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1004.0-4316 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1004.3-4915 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1004.6-5727 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J1004.8-5215 	PSR	AGN	AGN	PSR	AGN	AGN	PSR	PSR	PSR	AGN	PSR
FL8Y J1005.4-5638 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J1006.7-0945 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1007.0-2805 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1008.0-5611 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J1008.6-5704 	PSR	PSR	PSR	PSR	AGN	PSR	PSR	PSR	PSR	AGN	PSR
FL8Y J1010.6-5643 	PSR	AGN	PSR	AGN	AGN	AGN	PSR	PSR	PSR	AGN	PSR
FL8Y J1010.8-5751 	AGN	AGN	PSR	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J1011.7+3600 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1013.6-5833 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J1014.3-7550 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1014.6+6122 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN	AGN
FL8Y J1014.6+3209 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1015.2-6354 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1015.9-6030 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J1016.1-5729 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J1016.1-4247 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1016.6-5657 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J1017.5+2535 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1018.1+0144 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	PSR	AGN	AGN
FL8Y J1018.4+2210 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1019.7+0511 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1019.8-5724 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J1020.4-5314 	PSR	AGN	AGN	PSR	AGN	AGN	PSR	PSR	PSR	AGN	PSR
FL8Y J1020.7-3920 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1021.9-6309 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1024.4-5330 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1024.6-4543 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1024.6+1251 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1025.8-6506 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1026.4-5731 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J1028.4-1538 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1028.9-6425 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	PSR	AGN	AGN
FL8Y J1029.2-6657 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1029.4-0827 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1030.0+7334 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1030.6+6118 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1031.7+5728 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1034.7-4645 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1035.0-0608 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1035.4-6720 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J1035.6+4411 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1036.2-7415 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1036.4-1808 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1036.6-4348 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1037.1-5848 	AGN	PSR	PSR	AGN	AGN	PSR	PSR	PSR	PSR	AGN	PSR
FL8Y J1037.6-5810 	AGN	AGN	PSR	PSR	AGN	AGN	PSR	AGN	PSR	AGN	PSR
FL8Y J1039.0-5853 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J1039.1-2848 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1039.2+3257 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1041.2-6638 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1043.0+5316 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1043.3-5941 	PSR	PSR	PSR	AGN	AGN	PSR	PSR	PSR	PSR	AGN	PSR
FL8Y J1043.6-5930 	PSR	PSR	PSR	AGN	AGN	PSR	AGN	PSR	PSR	AGN	AGN
FL8Y J1044.7-1440 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1045.6-6415 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1045.8-5951 	PSR	PSR	PSR	AGN	AGN	PSR	AGN	PSR	PSR	AGN	AGN
FL8Y J1045.9-2330 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1046.8-6008 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J1047.2+6741 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1048.3-5030 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1048.6-6117 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J1048.6-5923 	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR	PSR
FL8Y J1049.8+2741 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1051.4-5933 	PSR	PSR	PSR	AGN	AGN	AGN	PSR	AGN	PSR	AGN	PSR
FL8Y J1051.5-5354 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1052.2+0821 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1054.5-6008 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN
FL8Y J1054.5-5938 	PSR	AGN	PSR	AGN	AGN	AGN	PSR	PSR	PSR	AGN	PSR
FL8Y J1054.8-6129 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1055.5-0721 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	PSR	AGN	AGN	AGN
FL8Y J1056.9-6321 	PSR	PSR	PSR	PSR	AGN	PSR	PSR	PSR	PSR	AGN	PSR
FL8Y J1057.6-4051 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
FL8Y J1058.3-6626 	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN	AGN
