Source_Name	KNeighborsClassifier	LinearSVM	RBFSVM	GaussianProcessClassifier	DecisionTreeClassifier	RandomForestClassifier	NeuralNet	AdaBoost	NaiveBayes	QDA	90upmodel	top3model
FL8Y J1916.9-3025 	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP
FL8Y J1917.0+1116 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	MSP	YNG	YNG	YNG
FL8Y J1919.4+1619 	YNG	YNG	MSP	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J1919.5+1355 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J1919.9+1420 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J1920.9+1408 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J1921.5+1501 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J1924.8-1035 	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	YNG	YNG	MSP
FL8Y J1925.0+2256 	MSP	MSP	MSP	MSP	MSP	YNG	MSP	MSP	MSP	YNG	YNG	MSP
FL8Y J1925.0+1733 	YNG	MSP	MSP	YNG	YNG	MSP	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J1925.3+1518 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J1926.1+1414 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J1928.1+1800 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J1928.8+1730 	YNG	MSP	YNG	YNG	YNG	YNG	YNG	YNG	MSP	YNG	YNG	YNG
FL8Y J1931.2+1655 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	MSP	YNG	YNG	YNG
FL8Y J1934.3+1830 	YNG	YNG	YNG	YNG	YNG	MSP	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J1946.7+2416 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J1950.3+2410 	YNG	MSP	YNG	YNG	YNG	YNG	YNG	YNG	MSP	YNG	YNG	YNG
FL8Y J1950.8+1211 	MSP	MSP	MSP	MSP	MSP	YNG	MSP	YNG	MSP	MSP	YNG	MSP
FL8Y J1950.9+2521 	YNG	MSP	YNG	YNG	YNG	YNG	YNG	YNG	MSP	YNG	YNG	YNG
FL8Y J1951.6+2926 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J1954.6+2417 	YNG	MSP	YNG	YNG	YNG	YNG	MSP	YNG	MSP	YNG	YNG	YNG
FL8Y J2011.8+2758 	MSP	MSP	MSP	MSP	MSP	MSP	YNG	YNG	MSP	YNG	YNG	MSP
FL8Y J2021.4+3732 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2022.4+3840 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2026.7+3951 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2027.1+2811 	MSP	MSP	MSP	MSP	MSP	YNG	YNG	MSP	MSP	YNG	YNG	MSP
FL8Y J2028.7+4035 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2031.3+3900 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2032.2+4050 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2032.6+4006 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2032.8+4344 	YNG	MSP	MSP	YNG	MSP	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2033.1+3937 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	MSP	YNG	YNG	YNG
FL8Y J2034.2+3840 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2035.0+3632 	YNG	MSP	YNG	YNG	MSP	MSP	YNG	MSP	MSP	YNG	YNG	YNG
FL8Y J2035.9+4237 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2036.1+4207 	YNG	YNG	MSP	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2036.6+4329 	YNG	MSP	MSP	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2037.0+4135 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2037.1+3958 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	MSP	YNG	YNG	YNG
FL8Y J2038.6+4229 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2039.5-5616 	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP
FL8Y J2039.7+4053 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2041.1+4736 	YNG	MSP	YNG	YNG	YNG	YNG	YNG	MSP	MSP	YNG	YNG	YNG
FL8Y J2041.2+4146 	YNG	YNG	MSP	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2042.3+4215 	YNG	MSP	YNG	YNG	YNG	MSP	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2043.8-4802 	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP
FL8Y J2045.8-6835 	MSP	MSP	MSP	YNG	MSP	MSP	MSP	MSP	MSP	MSP	YNG	MSP
FL8Y J2047.0+4418 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2051.1+4450 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2051.7+5050 	MSP	MSP	MSP	MSP	MSP	YNG	YNG	YNG	YNG	YNG	YNG	MSP
FL8Y J2056.5+4342 	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2103.7-1112 	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP
FL8Y J2109.1+5242 	MSP	YNG	MSP	MSP	MSP	YNG	YNG	YNG	YNG	YNG	YNG	MSP
FL8Y J2112.5-3043 	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP
FL8Y J2114.3+5023 	YNG	MSP	MSP	YNG	YNG	YNG	YNG	YNG	MSP	YNG	YNG	YNG
FL8Y J2116.2+3702 	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	YNG	YNG	MSP
FL8Y J2118.1+5210 	MSP	YNG	MSP	YNG	YNG	YNG	YNG	YNG	MSP	YNG	YNG	YNG
FL8Y J2130.8-6623 	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP
FL8Y J2133.2-6432 	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP
FL8Y J2205.4+6458 	MSP	MSP	MSP	MSP	MSP	YNG	MSP	MSP	YNG	YNG	YNG	MSP
FL8Y J2211.0+5930 	MSP	MSP	MSP	MSP	MSP	YNG	YNG	MSP	MSP	YNG	YNG	MSP
FL8Y J2212.4+0707 	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP
FL8Y J2219.7-6837 	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP
FL8Y J2220.6+6319 	MSP	YNG	MSP	MSP	MSP	MSP	YNG	MSP	YNG	YNG	YNG	MSP
FL8Y J2233.5+6531 	MSP	MSP	MSP	MSP	MSP	YNG	MSP	MSP	MSP	YNG	YNG	MSP
FL8Y J2250.5+3307 	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP
FL8Y J2256.6+6205 	MSP	MSP	YNG	YNG	MSP	YNG	YNG	YNG	YNG	YNG	YNG	YNG
FL8Y J2333.1-5528 	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP	MSP
FL8Y J2355.7+6734 	MSP	MSP	MSP	MSP	MSP	YNG	YNG	MSP	YNG	YNG	YNG	MSP
